66.6666666667,0,0,0.3741512306,0,0,0,-0.3741512306,0.3741512306,0,0
133.3333333333,1,0,0.6939515346,0,0,0,-0.6939515346,0.6939515346,0,0
200,2,0,0.9129452507,0,0,0,-0.9129452507,0.9129452507,0,0
266.6666666667,3,0,0.9993203458,0,0,0,-0.9993203458,0.9993203458,0,0
333.3333333333,4,0,0.9405295766,0,0,0,-0.9405295766,0.9405295766,0,0
400,5,0,0.7451131605,0,0,0,-0.7451131605,0.7451131605,0,0
466.6666666667,6,0,0.4414581837,0,0,0,-0.4414581837,0.4414581837,0,0
533.3333333333,7,0,0.0736749631,0,0,0,-0.0736749631,0.0736749631,0,0
600,8,0,-0.3048106211,0,0,0,0.3048106211,-0.3048106211,0,0
666.6666666667,9,0,-0.6390180142,0,0,0,0.6390180142,-0.6390180142,0,0
733.3333333333,10,0,-0.880398715,0,0,0,0.880398715,-0.880398715,0,0
800,11,0,-0.9938886539,0,0,0,0.9938886539,-0.9938886539,0,0
866.6666666667,12,0,-0.9630017612,0,0,0,0.9630017612,-0.9630017612,0,0
933.3333333333,13,0,-0.7922248087,0,0,0,0.7922248087,-0.7922248087,0,0
1000,14,0,-0.5063656411,0,0,0,0.5063656411,-0.5063656411,0,0
1066.6666666667,15,0,-0.1469494743,0,0,0,0.1469494743,-0.1469494743,0,0
1133.3333333333,16,0,0.2338132482,0,0,0,-0.2338132482,0.2338132482,0,0
1200,17,0,0.5806111842,0,0,0,-0.5806111842,0.5806111842,0,0
1266.6666666667,18,0,0.8430668723,0,0,0,-0.8430668723,0.8430668723,0,0
1333.3333333333,19,0,0.9830547936,0,0,0,-0.9830547936,0.9830547936,0,0
1400,20,0,0.9802396594,0,0,0,-0.9802396594,0.9802396594,0,0
1466.6666666667,21,0,0.8350304093,0,0,0,-0.8350304093,0.8350304093,0,0
1533.3333333333,22,0,0.5685208058,0,0,0,-0.5685208058,0.5685208058,0,0
1600,23,0,0.2194252584,0,0,0,-0.2194252584,0.2194252584,0,0
1666.6666666667,24,0,-0.1615450101,0,0,0,0.1615450101,-0.1615450101,0,0
1733.3333333333,25,0,-0.5190485083,0,0,0,0.5190485083,-0.5190485083,0,0
1800,26,0,-0.8011526357,0,0,0,0.8011526357,-0.8011526357,0,0
1866.6666666667,27,0,-0.9668776509,0,0,0,0.9668776509,-0.9668776509,0,0
1933.3333333333,28,0,-0.9921495767,0,0,0,0.9921495767,-0.9921495767,0,0
2000,29,0,-0.8732972972,0,0,0,0.8732972972,-0.8732972972,0,0
2066.6666666667,30,0,-0.6275858405,0,0,0,0.6275858405,-0.6275858405,0,0
2133.3333333333,31,0,-0.2907083815,0,0,0,0.2907083815,-0.2907083815,0,0
2200,32,0,0.0883987125,0,0,0,-0.0883987125,0.0883987125,0,0
2266.6666666667,33,0,0.4546646034,0,0,0,-0.4546646034,0.4546646034,0,0
2333.3333333333,34,0,0.7548838253,0,0,0,-0.7548838253,0.7548838253,0,0
2400,35,0,0.9454451549,0,0,0,-0.9454451549,0.9454451549,0,0
2466.6666666667,36,0,0.998666778,0,0,0,-0.998666778,0.998666778,0,0
2533.3333333333,37,0,0.9068174772,0,0,0,-0.9068174772,0.9068174772,0,0
2600,38,0,0.6832397038,0,0,0,-0.6832397038,0.6832397038,0,0
2666.6666666667,39,0,0.3604113923,0,0,0,-0.3604113923,0.3604113923,0,0
2733.3333333333,40,0,-0.0147719337,0,0,0,0.0147719337,-0.0147719337,0,0
2800,41,0,-0.3878094208,0,0,0,0.3878094208,-0.3878094208,0,0
2866.6666666667,42,0,-0.7045119299,0,0,0,0.7045119299,-0.7045119299,0,0
2933.3333333333,43,0,-0.9188737996,0,0,0,0.9188737996,-0.9188737996,0,0
3000,44,0,-0.9997558399,0,0,0,0.9997558399,-0.9997558399,0,0
3066.6666666667,45,0,-0.9354087542,0,0,0,0.9354087542,-0.9354087542,0,0
3133.3333333333,46,0,-0.7351798956,0,0,0,0.7351798956,-0.7351798956,0,0
3200,47,0,-0.4281554281,0,0,0,0.4281554281,-0.4281554281,0,0
3266.6666666667,48,0,-0.0589351362,0,0,0,0.0589351362,-0.0589351362,0,0
3333.3333333333,49,0,0.3188463444,0,0,0,-0.3188463444,0.3188463444,0,0
3400,50,0,0.6503107402,0,0,0,-0.6503107402,0.6503107402,0,0
3466.6666666667,51,0,0.8873080104,0,0,0,-0.8873080104,0.8873080104,0,0
3533.3333333333,52,0,0.9954108428,0,0,0,-0.9954108428,0.9954108428,0,0
3600,53,0,0.9589157234,0,0,0,-0.9589157234,0.9589157234,0,0
3666.6666666667,54,0,0.7831241009,0,0,0,-0.7831241009,0.7831241009,0,0
3733.3333333333,55,0,0.4935722738,0,0,0,-0.4935722738,0.4935722738,0,0
3800,56,0,0.1323218709,0,0,0,-0.1323218709,0.1323218709,0,0
3866.6666666667,57,0,-0.2481502149,0,0,0,0.2481502149,-0.2481502149,0,0
3933.3333333333,58,0,-0.5925748605,0,0,0,0.5925748605,-0.5925748605,0,0
4000,59,0,-0.8509193596,0,0,0,0.8509193596,-0.8509193596,0,0
4066.6666666667,60,0,-0.9856554035,0,0,0,0.9856554035,-0.9856554035,0,0
4133.3333333333,61,0,-0.9772106155,0,0,0,0.9772106155,-0.9772106155,0,0
4200,62,0,-0.8268117243,0,0,0,0.8268117243,-0.8268117243,0,0
4266.6666666667,63,0,-0.5563063637,0,0,0,0.5563063637,-0.5563063637,0,0
4333.3333333333,64,0,-0.2049893851,0,0,0,0.2049893851,-0.2049893851,0,0
4400,65,0,0.1761052933,0,0,0,-0.1761052933,0.1761052933,0,0
4466.6666666667,66,0,0.5316181077,0,0,0,-0.5316181077,0.5316181077,0,0
4533.3333333333,67,0,0.8099056337,0,0,0,-0.8099056337,0.8099056337,0,0
4600,68,0,0.9705425467,0,0,0,-0.9705425467,0.9705425467,0,0
4666.6666666667,69,0,0.9901939907,0,0,0,-0.9901939907,0.9901939907,0,0
4733.3333333333,70,0,0.8660053069,0,0,0,-0.8660053069,0.8660053069,0,0
4800,71,0,0.6160167138,0,0,0,-0.6160167138,0.6160167138,0,0
4866.6666666667,72,0,0.2765427029,0,0,0,-0.2765427029,0.2765427029,0,0
4933.3333333333,73,0,-0.1031031714,0,0,0,0.1031031714,-0.1031031714,0,0
5000,74,0,-0.4677718053,0,0,0,0.4677718053,-0.4677718053,0,0
5066.6666666667,75,0,-0.7644897579,0,0,0,0.7644897579,-0.7644897579,0,0
5133.3333333333,76,0,-0.9501544163,0,0,0,0.9501544163,-0.9501544163,0,0
5200,77,0,-0.9977952793,0,0,0,0.9977952793,-0.9977952793,0,0
5266.6666666667,78,0,-0.9004918162,0,0,0,0.9004918162,-0.9004918162,0,0
5333.3333333333,79,0,-0.6723787752,0,0,0,0.6723787752,-0.6723787752,0,0
5400,80,0,-0.3465929044,0,0,0,0.3465929044,-0.3465929044,0,0
5466.6666666667,81,0,0.0295406439,0,0,0,-0.0295406439,0.0295406439,0,0
5533.3333333333,82,0,0.4013829826,0,0,0,-0.4013829826,0.4013829826,0,0
5600,83,0,0.7149185853,0,0,0,-0.7149185853,0.7149185853,0,0
5666.6666666667,84,0,0.92460183,0,0,0,-0.92460183,0.92460183,0,0
5733.3333333333,85,0,0.9999731654,0,0,0,-0.9999731654,0.9999731654,0,0
5800,86,0,0.930083805,0,0,0,-0.930083805,0.930083805,0,0
5866.6666666667,87,0,0.7250861984,0,0,0,-0.7250861984,0.7250861984,0,0
5933.3333333333,88,0,0.4147592396,0,0,0,-0.4147592396,0.4147592396,0,0
6000,89,0,0.0441824483,0,0,0,-0.0441824483,0.0441824483,0,0
6066.6666666667,90,0,-0.3328124884,0,0,0,0.3328124884,-0.3328124884,0,0
6133.3333333333,91,0,-0.6614615541,0,0,0,0.6614615541,-0.6614615541,0,0
6200,92,0,-0.8940236758,0,0,0,0.8940236758,-0.8940236758,0,0
6266.6666666667,93,0,-0.9967158112,0,0,0,0.9967158112,-0.9967158112,0,0
6333.3333333333,94,0,-0.9546204292,0,0,0,0.9546204292,-0.9546204292,0,0
6400,95,0,-0.7738524982,0,0,0,0.7738524982,-0.7738524982,0,0
6466.6666666667,96,0,-0.4806711982,0,0,0,0.4806711982,-0.4806711982,0,0
6533.3333333333,97,0,-0.1176653919,0,0,0,0.1176653919,-0.1176653919,0,0
6600,98,0,0.2624330298,0,0,0,-0.2624330298,0.2624330298,0,0
6666.6666666667,99,0,0.604409224,0,0,0,-0.604409224,0.604409224,0,0
6733.3333333333,100,0,0.8585861577,0,0,0,-0.8585861577,0.8585861577,0,0
6800,101,0,0.9880409219,0,0,0,-0.9880409219,0.9880409219,0,0
6866.6666666667,102,0,0.9739683228,0,0,0,-0.9739683228,0.9739683228,0,0
6933.3333333333,103,0,0.8184126109,0,0,0,-0.8184126109,0.8184126109,0,0
7000,104,0,0.5439705234,0,0,0,-0.5439705234,0.5439705234,0,0
7066.6666666667,105,0,0.1905087787,0,0,0,-0.1905087787,0.1905087787,0,0
7133.3333333333,106,0,-0.1906271464,0,0,0,0.1906271464,-0.1906271464,0,0
7200,107,0,-0.5440716964,0,0,0,0.5440716964,-0.5440716964,0,0
7266.6666666667,108,0,-0.8184818925,0,0,0,0.8184818925,-0.8184818925,0,0
7333.3333333333,109,0,-0.9739956488,0,0,0,0.9739956488,-0.9739956488,0,0
7400,110,0,-0.9880223227,0,0,0,0.9880223227,-0.9880223227,0,0
7466.6666666667,111,0,-0.8585243351,0,0,0,0.8585243351,-0.8585243351,0,0
7533.3333333333,112,0,-0.6043131587,0,0,0,0.6043131587,-0.6043131587,0,0
7600,113,0,-0.2623166767,0,0,0,0.2623166767,-0.2623166767,0,0
7666.6666666667,114,0,0.1177851309,0,0,0,-0.1177851309,0.1177851309,0,0
7733.3333333333,115,0,0.4807769292,0,0,0,-0.4807769292,0.4807769292,0,0
7800,116,0,0.7739288621,0,0,0,-0.7739288621,0.7739288621,0,0
7866.6666666667,117,0,0.9546563332,0,0,0,-0.9546563332,0.9546563332,0,0
7933.3333333333,118,0,0.9967060398,0,0,0,-0.9967060398,0.9967060398,0,0
8000,119,0,0.8939696482,0,0,0,-0.8939696482,0.8939696482,0,0
8066.6666666667,120,0,0.6613711187,0,0,0,-0.6613711187,0.6613711187,0,0
8133.3333333333,121,0,0.3326987823,0,0,0,-0.3326987823,0.3326987823,0,0
8200,122,0,-0.0443029077,0,0,0,0.0443029077,-0.0443029077,0,0
8266.6666666667,123,0,-0.4148689537,0,0,0,0.4148689537,-0.4148689537,0,0
8333.3333333333,124,0,-0.7251692297,0,0,0,0.7251692297,-0.7251692297,0,0
8400,125,0,-0.930128092,0,0,0,0.930128092,-0.930128092,0,0
8466.6666666667,126,0,-0.9999722748,0,0,0,0.9999722748,-0.9999722748,0,0
8533.3333333333,127,0,-0.9245558911,0,0,0,0.9245558911,-0.9245558911,0,0
8600,128,0,-0.7148342714,0,0,0,0.7148342714,-0.7148342714,0,0
8666.6666666667,129,0,-0.4012725415,0,0,0,0.4012725415,-0.4012725415,0,0
8733.3333333333,130,0,-0.0294201189,0,0,0,0.0294201189,-0.0294201189,0,0
8800,131,0,0.3467060054,0,0,0,-0.3467060054,0.3467060054,0,0
8866.6666666667,132,0,0.6724680226,0,0,0,-0.6724680226,0.6724680226,0,0
8933.3333333333,133,0,0.9005442455,0,0,0,-0.9005442455,0.9005442455,0,0
9000,134,0,0.9978032744,0,0,0,-0.9978032744,0.9978032744,0,0
9066.6666666667,135,0,0.9501168158,0,0,0,-0.9501168158,0.9501168158,0,0
9133.3333333333,136,0,0.7644120239,0,0,0,-0.7644120239,0.7644120239,0,0
9200,137,0,0.4676652297,0,0,0,-0.4676652297,0.4676652297,0,0
9266.6666666667,138,0,0.1029832358,0,0,0,-0.1029832358,0.1029832358,0,0
9333.3333333333,139,0,-0.276658576,0,0,0,0.276658576,-0.276658576,0,0
9400,140,0,-0.6161116921,0,0,0,0.6161116921,-0.6161116921,0,0
9466.6666666667,141,0,-0.8660655935,0,0,0,0.8660655935,-0.8660655935,0,0
9533.3333333333,142,0,-0.9902108281,0,0,0,0.9902108281,-0.9902108281,0,0
9600,143,0,-0.9705134889,0,0,0,0.9705134889,-0.9705134889,0,0
9666.6666666667,144,0,-0.8098349019,0,0,0,0.8098349019,-0.8098349019,0,0
